Tag Name,Value,Timestamp
BLDC rpm select,90,23 Feb 2017 16:09:44:936  
Extrusion Rate Conv,0,23 Feb 2017 16:09:44:936  
Fan L,True,23 Feb 2017 16:09:44:936  
Fan R,False,23 Feb 2017 16:09:44:936  
HV Voltage Select,12,23 Feb 2017 16:09:44:936  
Spin Distance,0.0,23 Feb 2017 16:09:44:936  
StopWatch,5,23 Feb 2017 16:09:44:936  
